pv_s_scale,svc_q_scale,cap_total_mvar,n_scenarios,pr_violation_any,pr_pf_fail_any,loss_mean_pos,capex,pass,feasible
1.0789473684210527,0.9105263157894736,0.75,30,0.03333333333333333,0.0,1.1432617535130374,100.97368800640106,refined,0
1.0789473684210527,0.8684210526315789,0.75,30,0.03333333333333333,0.0,1.1183479027747856,98.86842513084412,refined,0
1.0789473684210527,1.4157894736842105,0.75,30,0.0,0.0,3.079489958675992,126.23684549331665,refined,1
1.0789473684210527,1.3736842105263158,0.75,30,0.0,0.0,2.9761986993462792,124.13157963752747,refined,1
1.1210526315789473,1.2052631578947368,0.75,30,0.0,0.0,2.6250852719150695,117.81578803062439,refined,1
1.1210526315789473,1.2473684210526317,0.75,30,0.0,0.0,2.7096522695303387,119.92105388641357,refined,1
1.163157894736842,1.3736842105263158,0.75,30,0.0,0.0,3.0068195148289028,128.34210538864136,refined,1
1.0789473684210527,0.8263157894736841,0.75,30,0.03333333333333333,0.0,1.0960738845062998,96.76315927505493,refined,0
1.163157894736842,1.331578947368421,0.75,30,0.0,0.0,2.908462393744543,126.23684549331665,refined,1
1.163157894736842,1.289473684210526,0.75,30,0.0,0.0,2.814725050353462,124.13157963752747,refined,1
1.163157894736842,1.2473684210526317,0.75,30,0.0,0.0,2.7256632861074697,122.02631974220276,refined,1
1.163157894736842,1.2052631578947368,0.75,30,0.0,0.0,2.641267351707134,119.92105388641357,refined,1
1.163157894736842,1.163157894736842,0.75,30,0.0,0.0,2.5615382411719545,117.81579399108887,refined,1
1.163157894736842,1.1210526315789473,0.75,30,0.0,0.0,2.4864787997448423,115.71052813529968,refined,1
1.163157894736842,1.0789473684210527,0.75,30,0.0,0.0,2.4160690225549257,113.60526823997498,refined,1
1.163157894736842,1.0368421052631578,0.75,30,0.0,0.0,2.3503584944324887,111.50000238418579,refined,1
1.163157894736842,0.9947368421052631,0.75,30,0.0,0.0,2.28938624487322,109.39473950862885,refined,1
1.163157894736842,0.9526315789473684,0.75,30,0.03333333333333333,0.0,1.9337573463538507,107.2894766330719,refined,0
1.163157894736842,0.9105263157894736,0.75,30,0.03333333333333333,0.0,1.1614364251579536,105.18421375751495,refined,0
1.163157894736842,0.8684210526315789,0.75,30,0.03333333333333333,0.0,1.1366670748270995,103.07895088195801,refined,0
1.163157894736842,1.5,0.75,30,0.0,0.0,3.329179998527113,134.65789699554443,refined,1
1.163157894736842,0.8263157894736841,0.75,30,0.03333333333333333,0.0,1.1145334274664642,100.97368502616882,refined,0
1.163157894736842,0.7842105263157895,0.75,30,0.03333333333333333,0.0,1.0950367277903825,98.86842215061188,refined,0
1.163157894736842,0.7421052631578947,0.75,30,0.03333333333333333,0.0,1.0781656557419044,96.76315927505493,refined,0
1.163157894736842,0.7,0.75,30,0.03333333333333333,0.0,1.0639406761458494,94.65789639949799,refined,0
1.1210526315789473,1.5,0.75,30,0.0,0.0,3.3142218337881517,132.55263113975525,refined,1
1.1210526315789473,1.4578947368421051,0.75,30,0.0,0.0,3.2020780300008593,130.44736528396606,refined,1
1.1210526315789473,1.4157894736842105,0.75,30,0.0,0.0,3.094426239807531,128.34210538864136,refined,1
1.163157894736842,1.4578947368421051,0.75,30,0.0,0.0,3.2172196176334102,132.55263113975525,refined,1
1.1210526315789473,1.331578947368421,0.75,30,0.0,0.0,2.892779354149074,124.13157963752747,refined,1
1.1210526315789473,1.289473684210526,0.75,30,0.0,0.0,2.7988788793055313,122.02631378173828,refined,1
1.1210526315789473,1.163157894736842,0.75,30,0.0,0.0,2.5451860483025843,115.71052813529968,refined,1
1.1210526315789473,1.3736842105263158,0.75,30,0.0,0.0,2.991311879248159,126.23683953285217,refined,1
0.9947368421052631,1.289473684210526,0.75,30,0.03333333333333333,0.0,2.753729002433831,115.71052515506744,refined,0
1.0789473684210527,0.7421052631578947,0.75,30,0.03333333333333333,0.0,1.059423935851845,92.55263352394104,refined,0
0.9947368421052631,1.0789473684210527,0.75,30,0.0,0.0,2.3517718547490842,105.18421375751495,refined,1
0.9947368421052631,1.0368421052631578,0.75,30,0.0,0.0,2.2854341841113364,103.07894790172577,refined,1
0.9947368421052631,0.9947368421052631,0.75,30,0.0,0.0,2.22388222978314,100.97368502616882,refined,1
0.9947368421052631,0.9526315789473684,0.75,30,0.03333333333333333,0.0,1.8765074905275463,98.86842215061188,refined,0
0.9947368421052631,0.9105263157894736,0.75,30,0.03333333333333333,0.0,1.1259786311608857,96.76315927505493,refined,0
0.9947368421052631,0.8684210526315789,0.75,30,0.03333333333333333,0.0,1.1009239509591031,94.65789639949799,refined,0
0.9947368421052631,0.8263157894736841,0.75,30,0.03333333333333333,0.0,1.078509275009516,92.5526305437088,refined,0
0.9947368421052631,0.7842105263157895,0.75,30,0.03333333333333333,0.0,1.0587236603593004,90.44736766815186,refined,0
0.9947368421052631,0.7421052631578947,0.75,30,0.03333333333333333,0.0,1.0415755750792386,88.34210479259491,refined,0
0.9947368421052631,0.7,0.75,30,0.03333333333333333,0.0,1.0271035226083378,86.23684191703796,refined,0
0.9526315789473684,1.5,0.75,30,0.03333333333333333,0.0,3.2581620612175652,124.13157963752747,refined,0
0.9526315789473684,1.4578947368421051,0.75,30,0.03333333333333333,0.0,3.1453320788430545,122.02631378173828,refined,0
0.9947368421052631,1.1210526315789473,0.75,30,0.0,0.0,2.4228303098087953,107.28947365283966,refined,1
0.9526315789473684,1.4157894736842105,0.75,30,0.03333333333333333,0.0,3.036987023980521,119.92105388641357,refined,0
0.9526315789473684,1.331578947368421,0.75,30,0.03333333333333333,0.0,2.833994538235165,115.71052813529968,refined,0
0.9526315789473684,1.289473684210526,0.75,30,0.03333333333333333,0.0,2.7394586923517528,113.6052622795105,refined,0
0.9526315789473684,1.2473684210526317,0.75,30,0.03333333333333333,0.0,2.649582369136349,111.50000238418579,refined,0
0.9526315789473684,1.2052631578947368,0.75,30,0.03333333333333333,0.0,2.5643575983094924,109.3947365283966,refined,0
0.9526315789473684,1.163157894736842,0.75,30,0.0,0.0,2.4838040228536156,107.2894766330719,refined,1
0.9526315789473684,1.1210526315789473,0.75,30,0.0,0.0,2.407920527172247,105.18421077728271,refined,1
0.9526315789473684,1.0789473684210527,0.75,30,0.0,0.0,2.336706810509965,103.07895088195801,refined,1
1.2052631578947368,0.7,0.75,30,0.03333333333333333,0.0,1.0737179535978527,96.76315629482269,refined,0
0.9526315789473684,1.0368421052631578,0.75,30,0.0,0.0,2.2702210195922063,100.97368502616882,refined,1
0.9526315789473684,0.9947368421052631,0.75,30,0.0,0.0,2.208524691914986,98.86842215061188,refined,1
0.9526315789473684,0.9526315789473684,0.75,30,0.03333333333333333,0.0,1.863079840433961,96.76315927505493,refined,0
0.9526315789473684,0.9105263157894736,0.75,30,0.03333333333333333,0.0,1.1176645231030415,94.65789639949799,refined,0
0.9526315789473684,1.3736842105263158,0.75,30,0.03333333333333333,0.0,2.9331866005707443,117.81578803062439,refined,0
1.0789473684210527,0.7842105263157895,0.75,30,0.03333333333333333,0.0,1.0764328016074949,94.65789639949799,refined,0
