candidate_id,scenario_index,day_index,t0,pv_s_scale,svc_q_scale,cap_total_mvar,risk,under_steps,over_steps,pf_fail,daily_loss_mwh,vmin,vmax,solve_total_seconds,inherited_steps,direct_fallback_steps
7,23,217,20832,0.6,0.75,0.0,0,0,0,0,0.7046767952142666,0.966058523240805,1.016301205304048,20.45467670011567,10,0
8,23,217,20832,0.75,0.75,0.0,0,0,0,0,0.7046756421915742,0.9661958727559489,1.0163010994615314,20.708136199915316,7,0
0,25,233,22368,0.225,0.0,0.0,1,0,0,1,1.3613924368593584,0.9510000009514958,1.016239237029271,17.7282880001585,0,0
1,25,233,22368,0.3,0.0,0.0,0,0,0,0,1.8638075501437146,0.9509996092358736,1.016214250380327,21.44095079996623,37,0
2,25,233,22368,0.3,0.1875,0.0,0,0,0,0,1.286213330589964,0.9552156961546038,1.010624256822986,21.15102940009092,0,0
3,25,233,22368,0.3,0.375,0.0,0,0,0,0,1.2252504700808826,0.9584243754605806,1.0099904657009258,20.832703199936077,0,0
4,25,233,22368,0.45,0.375,0.0,0,0,0,0,1.2247020973341238,0.9577179325774087,1.0100015187637825,21.22542930021882,27,0
5,25,233,22368,0.45,0.5625,0.0,0,0,0,0,1.2246041511228618,0.9576872796044467,1.0099980219457916,21.388133100088453,22,0
6,25,233,22368,0.45,0.75,0.0,0,0,0,0,1.2246161700744245,0.9577050621716116,1.0099979588703987,21.227113300206838,33,0
7,25,233,22368,0.6,0.75,0.0,0,0,0,0,1.2246068043785587,0.9578336392203671,1.009998520442764,21.200541500002146,30,0
8,25,233,22368,0.75,0.75,0.0,0,0,0,0,1.2246252324836693,0.9578694039439024,1.0099981741086566,20.899324399826583,35,0
0,26,242,23232,0.225,0.0,0.0,1,0,0,1,0.6172677191807185,0.9510000024302319,1.0000000000025595,8.648247899895068,0,0
1,26,242,23232,0.3,0.0,0.0,1,0,0,1,1.313370523295079,0.9510000010020746,1.019876030061181,12.020773099939106,6,0
2,26,242,23232,0.3,0.1875,0.0,0,0,0,0,1.561041739345282,0.9517772717061234,1.0017894485180405,21.225447899778374,0,0
3,26,242,23232,0.3,0.375,0.0,0,0,0,0,1.490977070440659,0.9562747282170307,1.001629363073092,21.90154269998311,0,0
4,26,242,23232,0.45,0.375,0.0,0,0,0,0,1.4907822793303638,0.9562552255617595,1.0016292090817345,21.029569899925264,58,0
5,26,242,23232,0.45,0.5625,0.0,0,0,0,0,1.4886292557189587,0.9562552255617595,1.0016292090817345,21.517241699824808,35,0
6,26,242,23232,0.45,0.75,0.0,0,0,0,0,1.4886263892758362,0.9562552255617595,1.0016292090817345,21.08704329992179,48,0
7,26,242,23232,0.6,0.75,0.0,0,0,0,0,1.4887062829374316,0.9562552255617595,1.0016292090817345,21.343259700079216,53,0
8,26,242,23232,0.75,0.75,0.0,0,0,0,0,1.4886689380028337,0.9562552255617595,1.0016292090817345,21.249277200025972,49,0
0,27,244,23424,0.225,0.0,0.0,0,0,0,0,1.0985298941010093,0.9537709913084771,1.0056083494178147,21.212490899983095,0,0
