candidate_id,capacity_label,scenario_index,day_index,t0,pv_s_scale,svc_q_scale,cap_total_mvar
7,P07_pv060_svc0750,10,107,10272,0.6,0.75,0.0
8,P08_pv075_svc0750,10,107,10272,0.75,0.75,0.0
0,P00_pv0225_svc0000,11,114,10944,0.225,0.0,0.0
1,P01_pv030_svc0000,11,114,10944,0.3,0.0,0.0
2,P02_pv030_svc01875,11,114,10944,0.3,0.1875,0.0
3,P03_pv030_svc0375,11,114,10944,0.3,0.375,0.0
4,P04_pv045_svc0375,11,114,10944,0.45,0.375,0.0
5,P05_pv045_svc05625,11,114,10944,0.45,0.5625,0.0
6,P06_pv045_svc0750,11,114,10944,0.45,0.75,0.0
7,P07_pv060_svc0750,11,114,10944,0.6,0.75,0.0
8,P08_pv075_svc0750,11,114,10944,0.75,0.75,0.0
0,P00_pv0225_svc0000,12,119,11424,0.225,0.0,0.0
1,P01_pv030_svc0000,12,119,11424,0.3,0.0,0.0
2,P02_pv030_svc01875,12,119,11424,0.3,0.1875,0.0
3,P03_pv030_svc0375,12,119,11424,0.3,0.375,0.0
4,P04_pv045_svc0375,12,119,11424,0.45,0.375,0.0
5,P05_pv045_svc05625,12,119,11424,0.45,0.5625,0.0
6,P06_pv045_svc0750,12,119,11424,0.45,0.75,0.0
7,P07_pv060_svc0750,12,119,11424,0.6,0.75,0.0
8,P08_pv075_svc0750,12,119,11424,0.75,0.75,0.0
0,P00_pv0225_svc0000,13,129,12384,0.225,0.0,0.0
1,P01_pv030_svc0000,13,129,12384,0.3,0.0,0.0
2,P02_pv030_svc01875,13,129,12384,0.3,0.1875,0.0
3,P03_pv030_svc0375,13,129,12384,0.3,0.375,0.0
4,P04_pv045_svc0375,13,129,12384,0.45,0.375,0.0
5,P05_pv045_svc05625,13,129,12384,0.45,0.5625,0.0
6,P06_pv045_svc0750,13,129,12384,0.45,0.75,0.0
7,P07_pv060_svc0750,13,129,12384,0.6,0.75,0.0
8,P08_pv075_svc0750,13,129,12384,0.75,0.75,0.0
0,P00_pv0225_svc0000,15,143,13728,0.225,0.0,0.0
1,P01_pv030_svc0000,15,143,13728,0.3,0.0,0.0
2,P02_pv030_svc01875,15,143,13728,0.3,0.1875,0.0
3,P03_pv030_svc0375,15,143,13728,0.3,0.375,0.0
4,P04_pv045_svc0375,15,143,13728,0.45,0.375,0.0
5,P05_pv045_svc05625,15,143,13728,0.45,0.5625,0.0
6,P06_pv045_svc0750,15,143,13728,0.45,0.75,0.0
7,P07_pv060_svc0750,15,143,13728,0.6,0.75,0.0
8,P08_pv075_svc0750,15,143,13728,0.75,0.75,0.0
0,P00_pv0225_svc0000,16,151,14496,0.225,0.0,0.0
1,P01_pv030_svc0000,16,151,14496,0.3,0.0,0.0
2,P02_pv030_svc01875,16,151,14496,0.3,0.1875,0.0
3,P03_pv030_svc0375,16,151,14496,0.3,0.375,0.0
4,P04_pv045_svc0375,16,151,14496,0.45,0.375,0.0
5,P05_pv045_svc05625,16,151,14496,0.45,0.5625,0.0
6,P06_pv045_svc0750,16,151,14496,0.45,0.75,0.0
7,P07_pv060_svc0750,16,151,14496,0.6,0.75,0.0
8,P08_pv075_svc0750,16,151,14496,0.75,0.75,0.0
0,P00_pv0225_svc0000,17,164,15744,0.225,0.0,0.0
1,P01_pv030_svc0000,17,164,15744,0.3,0.0,0.0
2,P02_pv030_svc01875,17,164,15744,0.3,0.1875,0.0
3,P03_pv030_svc0375,17,164,15744,0.3,0.375,0.0
4,P04_pv045_svc0375,17,164,15744,0.45,0.375,0.0
5,P05_pv045_svc05625,17,164,15744,0.45,0.5625,0.0
6,P06_pv045_svc0750,17,164,15744,0.45,0.75,0.0
7,P07_pv060_svc0750,17,164,15744,0.6,0.75,0.0
8,P08_pv075_svc0750,17,164,15744,0.75,0.75,0.0
0,P00_pv0225_svc0000,18,167,16032,0.225,0.0,0.0
1,P01_pv030_svc0000,18,167,16032,0.3,0.0,0.0
2,P02_pv030_svc01875,18,167,16032,0.3,0.1875,0.0
3,P03_pv030_svc0375,18,167,16032,0.3,0.375,0.0
4,P04_pv045_svc0375,18,167,16032,0.45,0.375,0.0
5,P05_pv045_svc05625,18,167,16032,0.45,0.5625,0.0
6,P06_pv045_svc0750,18,167,16032,0.45,0.75,0.0
7,P07_pv060_svc0750,18,167,16032,0.6,0.75,0.0
8,P08_pv075_svc0750,18,167,16032,0.75,0.75,0.0
0,P00_pv0225_svc0000,20,179,17184,0.225,0.0,0.0
1,P01_pv030_svc0000,20,179,17184,0.3,0.0,0.0
2,P02_pv030_svc01875,20,179,17184,0.3,0.1875,0.0
3,P03_pv030_svc0375,20,179,17184,0.3,0.375,0.0
4,P04_pv045_svc0375,20,179,17184,0.45,0.375,0.0
5,P05_pv045_svc05625,20,179,17184,0.45,0.5625,0.0
6,P06_pv045_svc0750,20,179,17184,0.45,0.75,0.0
7,P07_pv060_svc0750,20,179,17184,0.6,0.75,0.0
8,P08_pv075_svc0750,20,179,17184,0.75,0.75,0.0
0,P00_pv0225_svc0000,21,182,17472,0.225,0.0,0.0
1,P01_pv030_svc0000,21,182,17472,0.3,0.0,0.0
2,P02_pv030_svc01875,21,182,17472,0.3,0.1875,0.0
3,P03_pv030_svc0375,21,182,17472,0.3,0.375,0.0
4,P04_pv045_svc0375,21,182,17472,0.45,0.375,0.0
5,P05_pv045_svc05625,21,182,17472,0.45,0.5625,0.0
6,P06_pv045_svc0750,21,182,17472,0.45,0.75,0.0
7,P07_pv060_svc0750,21,182,17472,0.6,0.75,0.0
8,P08_pv075_svc0750,21,182,17472,0.75,0.75,0.0
0,P00_pv0225_svc0000,22,186,17856,0.225,0.0,0.0
1,P01_pv030_svc0000,22,186,17856,0.3,0.0,0.0
2,P02_pv030_svc01875,22,186,17856,0.3,0.1875,0.0
3,P03_pv030_svc0375,22,186,17856,0.3,0.375,0.0
4,P04_pv045_svc0375,22,186,17856,0.45,0.375,0.0
5,P05_pv045_svc05625,22,186,17856,0.45,0.5625,0.0
6,P06_pv045_svc0750,22,186,17856,0.45,0.75,0.0
7,P07_pv060_svc0750,22,186,17856,0.6,0.75,0.0
8,P08_pv075_svc0750,22,186,17856,0.75,0.75,0.0
0,P00_pv0225_svc0000,23,217,20832,0.225,0.0,0.0
1,P01_pv030_svc0000,23,217,20832,0.3,0.0,0.0
2,P02_pv030_svc01875,23,217,20832,0.3,0.1875,0.0
3,P03_pv030_svc0375,23,217,20832,0.3,0.375,0.0
4,P04_pv045_svc0375,23,217,20832,0.45,0.375,0.0
5,P05_pv045_svc05625,23,217,20832,0.45,0.5625,0.0
6,P06_pv045_svc0750,23,217,20832,0.45,0.75,0.0
7,P07_pv060_svc0750,23,217,20832,0.6,0.75,0.0
8,P08_pv075_svc0750,23,217,20832,0.75,0.75,0.0
0,P00_pv0225_svc0000,25,233,22368,0.225,0.0,0.0
1,P01_pv030_svc0000,25,233,22368,0.3,0.0,0.0
2,P02_pv030_svc01875,25,233,22368,0.3,0.1875,0.0
3,P03_pv030_svc0375,25,233,22368,0.3,0.375,0.0
4,P04_pv045_svc0375,25,233,22368,0.45,0.375,0.0
5,P05_pv045_svc05625,25,233,22368,0.45,0.5625,0.0
6,P06_pv045_svc0750,25,233,22368,0.45,0.75,0.0
7,P07_pv060_svc0750,25,233,22368,0.6,0.75,0.0
8,P08_pv075_svc0750,25,233,22368,0.75,0.75,0.0
0,P00_pv0225_svc0000,26,242,23232,0.225,0.0,0.0
1,P01_pv030_svc0000,26,242,23232,0.3,0.0,0.0
2,P02_pv030_svc01875,26,242,23232,0.3,0.1875,0.0
3,P03_pv030_svc0375,26,242,23232,0.3,0.375,0.0
4,P04_pv045_svc0375,26,242,23232,0.45,0.375,0.0
5,P05_pv045_svc05625,26,242,23232,0.45,0.5625,0.0
6,P06_pv045_svc0750,26,242,23232,0.45,0.75,0.0
7,P07_pv060_svc0750,26,242,23232,0.6,0.75,0.0
8,P08_pv075_svc0750,26,242,23232,0.75,0.75,0.0
0,P00_pv0225_svc0000,27,244,23424,0.225,0.0,0.0
1,P01_pv030_svc0000,27,244,23424,0.3,0.0,0.0
2,P02_pv030_svc01875,27,244,23424,0.3,0.1875,0.0
3,P03_pv030_svc0375,27,244,23424,0.3,0.375,0.0
4,P04_pv045_svc0375,27,244,23424,0.45,0.375,0.0
5,P05_pv045_svc05625,27,244,23424,0.45,0.5625,0.0
6,P06_pv045_svc0750,27,244,23424,0.45,0.75,0.0
7,P07_pv060_svc0750,27,244,23424,0.6,0.75,0.0
8,P08_pv075_svc0750,27,244,23424,0.75,0.75,0.0
0,P00_pv0225_svc0000,28,245,23520,0.225,0.0,0.0
1,P01_pv030_svc0000,28,245,23520,0.3,0.0,0.0
2,P02_pv030_svc01875,28,245,23520,0.3,0.1875,0.0
3,P03_pv030_svc0375,28,245,23520,0.3,0.375,0.0
4,P04_pv045_svc0375,28,245,23520,0.45,0.375,0.0
5,P05_pv045_svc05625,28,245,23520,0.45,0.5625,0.0
6,P06_pv045_svc0750,28,245,23520,0.45,0.75,0.0
7,P07_pv060_svc0750,28,245,23520,0.6,0.75,0.0
8,P08_pv075_svc0750,28,245,23520,0.75,0.75,0.0
0,P00_pv0225_svc0000,30,255,24480,0.225,0.0,0.0
1,P01_pv030_svc0000,30,255,24480,0.3,0.0,0.0
2,P02_pv030_svc01875,30,255,24480,0.3,0.1875,0.0
3,P03_pv030_svc0375,30,255,24480,0.3,0.375,0.0
4,P04_pv045_svc0375,30,255,24480,0.45,0.375,0.0
5,P05_pv045_svc05625,30,255,24480,0.45,0.5625,0.0
6,P06_pv045_svc0750,30,255,24480,0.45,0.75,0.0
7,P07_pv060_svc0750,30,255,24480,0.6,0.75,0.0
8,P08_pv075_svc0750,30,255,24480,0.75,0.75,0.0
0,P00_pv0225_svc0000,31,271,26016,0.225,0.0,0.0
1,P01_pv030_svc0000,31,271,26016,0.3,0.0,0.0
2,P02_pv030_svc01875,31,271,26016,0.3,0.1875,0.0
3,P03_pv030_svc0375,31,271,26016,0.3,0.375,0.0
4,P04_pv045_svc0375,31,271,26016,0.45,0.375,0.0
5,P05_pv045_svc05625,31,271,26016,0.45,0.5625,0.0
6,P06_pv045_svc0750,31,271,26016,0.45,0.75,0.0
7,P07_pv060_svc0750,31,271,26016,0.6,0.75,0.0
8,P08_pv075_svc0750,31,271,26016,0.75,0.75,0.0
0,P00_pv0225_svc0000,32,277,26592,0.225,0.0,0.0
1,P01_pv030_svc0000,32,277,26592,0.3,0.0,0.0
2,P02_pv030_svc01875,32,277,26592,0.3,0.1875,0.0
3,P03_pv030_svc0375,32,277,26592,0.3,0.375,0.0
4,P04_pv045_svc0375,32,277,26592,0.45,0.375,0.0
5,P05_pv045_svc05625,32,277,26592,0.45,0.5625,0.0
6,P06_pv045_svc0750,32,277,26592,0.45,0.75,0.0
7,P07_pv060_svc0750,32,277,26592,0.6,0.75,0.0
8,P08_pv075_svc0750,32,277,26592,0.75,0.75,0.0
0,P00_pv0225_svc0000,33,279,26784,0.225,0.0,0.0
1,P01_pv030_svc0000,33,279,26784,0.3,0.0,0.0
2,P02_pv030_svc01875,33,279,26784,0.3,0.1875,0.0
3,P03_pv030_svc0375,33,279,26784,0.3,0.375,0.0
4,P04_pv045_svc0375,33,279,26784,0.45,0.375,0.0
5,P05_pv045_svc05625,33,279,26784,0.45,0.5625,0.0
6,P06_pv045_svc0750,33,279,26784,0.45,0.75,0.0
7,P07_pv060_svc0750,33,279,26784,0.6,0.75,0.0
8,P08_pv075_svc0750,33,279,26784,0.75,0.75,0.0
0,P00_pv0225_svc0000,35,285,27360,0.225,0.0,0.0
1,P01_pv030_svc0000,35,285,27360,0.3,0.0,0.0
2,P02_pv030_svc01875,35,285,27360,0.3,0.1875,0.0
3,P03_pv030_svc0375,35,285,27360,0.3,0.375,0.0
4,P04_pv045_svc0375,35,285,27360,0.45,0.375,0.0
5,P05_pv045_svc05625,35,285,27360,0.45,0.5625,0.0
6,P06_pv045_svc0750,35,285,27360,0.45,0.75,0.0
7,P07_pv060_svc0750,35,285,27360,0.6,0.75,0.0
8,P08_pv075_svc0750,35,285,27360,0.75,0.75,0.0
0,P00_pv0225_svc0000,36,287,27552,0.225,0.0,0.0
1,P01_pv030_svc0000,36,287,27552,0.3,0.0,0.0
2,P02_pv030_svc01875,36,287,27552,0.3,0.1875,0.0
3,P03_pv030_svc0375,36,287,27552,0.3,0.375,0.0
4,P04_pv045_svc0375,36,287,27552,0.45,0.375,0.0
5,P05_pv045_svc05625,36,287,27552,0.45,0.5625,0.0
6,P06_pv045_svc0750,36,287,27552,0.45,0.75,0.0
7,P07_pv060_svc0750,36,287,27552,0.6,0.75,0.0
8,P08_pv075_svc0750,36,287,27552,0.75,0.75,0.0
0,P00_pv0225_svc0000,37,289,27744,0.225,0.0,0.0
1,P01_pv030_svc0000,37,289,27744,0.3,0.0,0.0
2,P02_pv030_svc01875,37,289,27744,0.3,0.1875,0.0
3,P03_pv030_svc0375,37,289,27744,0.3,0.375,0.0
4,P04_pv045_svc0375,37,289,27744,0.45,0.375,0.0
5,P05_pv045_svc05625,37,289,27744,0.45,0.5625,0.0
6,P06_pv045_svc0750,37,289,27744,0.45,0.75,0.0
7,P07_pv060_svc0750,37,289,27744,0.6,0.75,0.0
8,P08_pv075_svc0750,37,289,27744,0.75,0.75,0.0
0,P00_pv0225_svc0000,38,293,28128,0.225,0.0,0.0
1,P01_pv030_svc0000,38,293,28128,0.3,0.0,0.0
2,P02_pv030_svc01875,38,293,28128,0.3,0.1875,0.0
3,P03_pv030_svc0375,38,293,28128,0.3,0.375,0.0
4,P04_pv045_svc0375,38,293,28128,0.45,0.375,0.0
5,P05_pv045_svc05625,38,293,28128,0.45,0.5625,0.0
6,P06_pv045_svc0750,38,293,28128,0.45,0.75,0.0
7,P07_pv060_svc0750,38,293,28128,0.6,0.75,0.0
8,P08_pv075_svc0750,38,293,28128,0.75,0.75,0.0
0,P00_pv0225_svc0000,40,301,28896,0.225,0.0,0.0
1,P01_pv030_svc0000,40,301,28896,0.3,0.0,0.0
2,P02_pv030_svc01875,40,301,28896,0.3,0.1875,0.0
3,P03_pv030_svc0375,40,301,28896,0.3,0.375,0.0
4,P04_pv045_svc0375,40,301,28896,0.45,0.375,0.0
5,P05_pv045_svc05625,40,301,28896,0.45,0.5625,0.0
6,P06_pv045_svc0750,40,301,28896,0.45,0.75,0.0
7,P07_pv060_svc0750,40,301,28896,0.6,0.75,0.0
8,P08_pv075_svc0750,40,301,28896,0.75,0.75,0.0
0,P00_pv0225_svc0000,41,308,29568,0.225,0.0,0.0
1,P01_pv030_svc0000,41,308,29568,0.3,0.0,0.0
2,P02_pv030_svc01875,41,308,29568,0.3,0.1875,0.0
3,P03_pv030_svc0375,41,308,29568,0.3,0.375,0.0
4,P04_pv045_svc0375,41,308,29568,0.45,0.375,0.0
5,P05_pv045_svc05625,41,308,29568,0.45,0.5625,0.0
6,P06_pv045_svc0750,41,308,29568,0.45,0.75,0.0
7,P07_pv060_svc0750,41,308,29568,0.6,0.75,0.0
8,P08_pv075_svc0750,41,308,29568,0.75,0.75,0.0
0,P00_pv0225_svc0000,42,311,29856,0.225,0.0,0.0
1,P01_pv030_svc0000,42,311,29856,0.3,0.0,0.0
2,P02_pv030_svc01875,42,311,29856,0.3,0.1875,0.0
3,P03_pv030_svc0375,42,311,29856,0.3,0.375,0.0
4,P04_pv045_svc0375,42,311,29856,0.45,0.375,0.0
5,P05_pv045_svc05625,42,311,29856,0.45,0.5625,0.0
6,P06_pv045_svc0750,42,311,29856,0.45,0.75,0.0
7,P07_pv060_svc0750,42,311,29856,0.6,0.75,0.0
8,P08_pv075_svc0750,42,311,29856,0.75,0.75,0.0
0,P00_pv0225_svc0000,43,318,30528,0.225,0.0,0.0
1,P01_pv030_svc0000,43,318,30528,0.3,0.0,0.0
2,P02_pv030_svc01875,43,318,30528,0.3,0.1875,0.0
3,P03_pv030_svc0375,43,318,30528,0.3,0.375,0.0
4,P04_pv045_svc0375,43,318,30528,0.45,0.375,0.0
5,P05_pv045_svc05625,43,318,30528,0.45,0.5625,0.0
6,P06_pv045_svc0750,43,318,30528,0.45,0.75,0.0
7,P07_pv060_svc0750,43,318,30528,0.6,0.75,0.0
8,P08_pv075_svc0750,43,318,30528,0.75,0.75,0.0
0,P00_pv0225_svc0000,45,329,31584,0.225,0.0,0.0
1,P01_pv030_svc0000,45,329,31584,0.3,0.0,0.0
2,P02_pv030_svc01875,45,329,31584,0.3,0.1875,0.0
3,P03_pv030_svc0375,45,329,31584,0.3,0.375,0.0
4,P04_pv045_svc0375,45,329,31584,0.45,0.375,0.0
5,P05_pv045_svc05625,45,329,31584,0.45,0.5625,0.0
6,P06_pv045_svc0750,45,329,31584,0.45,0.75,0.0
7,P07_pv060_svc0750,45,329,31584,0.6,0.75,0.0
8,P08_pv075_svc0750,45,329,31584,0.75,0.75,0.0
0,P00_pv0225_svc0000,46,330,31680,0.225,0.0,0.0
1,P01_pv030_svc0000,46,330,31680,0.3,0.0,0.0
2,P02_pv030_svc01875,46,330,31680,0.3,0.1875,0.0
3,P03_pv030_svc0375,46,330,31680,0.3,0.375,0.0
4,P04_pv045_svc0375,46,330,31680,0.45,0.375,0.0
5,P05_pv045_svc05625,46,330,31680,0.45,0.5625,0.0
6,P06_pv045_svc0750,46,330,31680,0.45,0.75,0.0
7,P07_pv060_svc0750,46,330,31680,0.6,0.75,0.0
8,P08_pv075_svc0750,46,330,31680,0.75,0.75,0.0
0,P00_pv0225_svc0000,47,341,32736,0.225,0.0,0.0
1,P01_pv030_svc0000,47,341,32736,0.3,0.0,0.0
2,P02_pv030_svc01875,47,341,32736,0.3,0.1875,0.0
3,P03_pv030_svc0375,47,341,32736,0.3,0.375,0.0
4,P04_pv045_svc0375,47,341,32736,0.45,0.375,0.0
5,P05_pv045_svc05625,47,341,32736,0.45,0.5625,0.0
6,P06_pv045_svc0750,47,341,32736,0.45,0.75,0.0
7,P07_pv060_svc0750,47,341,32736,0.6,0.75,0.0
8,P08_pv075_svc0750,47,341,32736,0.75,0.75,0.0
0,P00_pv0225_svc0000,48,342,32832,0.225,0.0,0.0
1,P01_pv030_svc0000,48,342,32832,0.3,0.0,0.0
2,P02_pv030_svc01875,48,342,32832,0.3,0.1875,0.0
3,P03_pv030_svc0375,48,342,32832,0.3,0.375,0.0
4,P04_pv045_svc0375,48,342,32832,0.45,0.375,0.0
5,P05_pv045_svc05625,48,342,32832,0.45,0.5625,0.0
6,P06_pv045_svc0750,48,342,32832,0.45,0.75,0.0
7,P07_pv060_svc0750,48,342,32832,0.6,0.75,0.0
8,P08_pv075_svc0750,48,342,32832,0.75,0.75,0.0
