pair_id,scenario_index,delta_daily_loss_mwh,delta_mean_ext_grid_q_mvar,delta_mean_branch_abs_q_flow_mvar,delta_mean_line_current_squared_ka2,delta_mean_pv_absorption_mvar,delta_mean_svc_q_mvar,delta_worst_vmin,delta_worst_vmax
0,21,-0.009944525122016934,-0.2320095697125731,-0.5955136648361581,-0.000447639432118771,0.004327259717248955,0.02360709849745035,0.0009815100954675415,0.0015245942701551662
0,22,-0.012420068208446544,-0.23400180559244235,-0.66810434667177,-0.0005319023668990119,0.0033755529442937304,0.02596544288098812,0.0014171631800545814,0.0015225495256483423
0,23,-0.02692044744620259,-0.2460375036676451,-1.0372597398387517,-0.001034591180115313,0.0012856130273632208,0.031961834989488125,0.0017083882337024514,0.0016267738143829202
0,24,-0.034237282638514666,-0.2674911581952492,-1.1676063827691205,-0.001325191161610756,-0.00025571450080242447,0.03844222364326316,0.001650388810696346,0.0016346270098921423
0,25,-0.006907947671875636,-0.250266939644573,-0.5291323744838703,-0.0004077161130890544,0.004734903342113586,0.0334595050662756,0.0009848958268151575,0.0
0,26,-0.003600284325274039,-0.24813856187929414,-0.49426842799778825,-0.000293173897611812,0.004636456481101878,0.035445466327170494,0.0015231201796349625,0.0
0,27,-0.004055927815916682,-0.24092911780214146,-0.5172851537081176,-0.0003023912365145709,0.005122178013654943,0.031173420138657093,0.0012947331209397506,0.0
0,28,-0.007846855487038784,-0.23932361489118037,-0.6174218462998287,-0.00042296019866118473,0.005275306263686587,0.029732071173687813,0.0014767029678306454,0.00028482984711653003
0,29,-0.008375064968776602,-0.2454596104791736,-0.6606279870113667,-0.0004519517826058056,0.0051576004243507265,0.03760311783601833,0.0019862165637648532,0.0
0,30,-0.030331558872444875,-0.2650080497308608,-1.0949056429670394,-0.0012113093739475542,0.00095003478668787,0.03914277410755557,0.0016725687315107818,0.0016252647317362978
0,31,-0.037002412589020484,-0.27336093117239285,-1.2336202845308382,-0.0014353417640806249,-0.00025300153225677954,0.039348384675880255,0.0016842414325313193,0.001631988229909842
0,32,-0.009786775498317635,-0.25208644281521736,-0.6487477443554557,-0.0005208262295024607,0.0050048181260222355,0.0377807030454278,0.0019391759643714312,0.0
0,33,-0.0054733353603242385,-0.24144884026830124,-0.5444005893629953,-0.0003556845880030024,0.005276428192247017,0.030144353707631466,0.0011720406179001053,0.0
0,34,-0.007016118855272424,-0.23607761294835475,-0.5875559696989114,-0.0003759687148784524,0.004905612219072174,0.029053913429379463,0.0016373442852909426,0.0
0,35,-0.03398355692677457,-0.26739152747823497,-1.1865915701075878,-0.0013192801136368837,-0.00013084204314459807,0.039242639827231585,0.0016422493015404438,0.001022940435380315
0,36,-0.014205298034557945,-0.24813919374763554,-0.684442469954174,-0.0006796366293467526,0.003791294640547893,0.02881645069768035,0.0009710502841225876,0.0015329810338433614
0,37,-0.015123530684495012,-0.2386260835697144,-0.7087843121560029,-0.0006597696888793747,0.0028746237625688967,0.02595978757987416,0.001355570828728947,0.0015648257871976323
0,38,-0.016349912131031097,-0.24140170693677465,-0.7298289086281082,-0.0007161473250989203,0.0030995110341924537,0.02596069686114788,0.0014132396378712109,0.0015627978613639293
0,39,-0.01476441715687793,-0.24438725778344347,-0.729521739130301,-0.0006814771385189045,0.003604575778541154,0.028610828332602978,0.0014193178142847263,0.0015711937490985317
0,40,-0.009094908832816717,-0.24624996129878488,-0.6707982774171901,-0.0004887104821018895,0.005486745813113071,0.03637563344091177,0.0020645931151547225,0.0
0,41,-0.031745764585572545,-0.2633307797875813,-1.1263737786718444,-0.001237454501967862,0.0009107752443782147,0.04067316775520641,0.001617734979398322,0.0
0,42,-0.01028398152192711,-0.24900786430561112,-0.6260342969048711,-0.0005273268129732112,0.005121335220321932,0.032996117137372494,0.001056411578136185,0.0
0,43,-0.006824678281538432,-0.24625324107892124,-0.5455406970414511,-0.0004097827366428275,0.005186753956914494,0.03207946599771572,0.0009853063499432047,0.0
0,44,-0.011800051333719974,-0.24185280746722884,-0.7014675849214189,-0.000559450793698027,0.005630952534147658,0.030011222076912647,0.0011915748606643461,0.0
0,45,-0.018032642073370964,-0.23869830955449847,-0.8266266770720989,-0.0007455095441359638,0.0039097419916046955,0.02989930473268032,0.0020316153618935573,0.001556002426560843
0,46,-0.033768239691238655,-0.27069336925047577,-1.1018728264863915,-0.0013473130778536568,0.00042917636088678907,0.03581443584213656,0.0015872243407661912,0.0016745874321510978
0,47,-0.014934620606362081,-0.23574828329058958,-0.7883858423903005,-0.0006143326287740558,0.005018843466602967,0.031039033085107803,0.002074093293865431,0.0004445042931484622
0,48,-0.015057951247597678,-0.2403587521871013,-0.7861675970625805,-0.0006468173741114025,0.005661406038941746,0.0320845261837045,0.0020183282717737283,0.0003136302007589187
0,49,-0.023071924001510258,-0.24591132750830652,-0.9007660228467618,-0.0009318055900556232,0.002747890214509552,0.02933414777119958,0.0019232126524819648,0.001594588437554334
