candidate_id,pv_s_scale,svc_q_scale,cap_total_mvar,selection_role,resource_index
961,1.0368421052631578,0.7421052631578947,0.5,refine_candidate,89.94736842105263
962,1.0368421052631578,0.7842105263157895,0.5,refine_candidate,92.05263157894737
980,1.0789473684210527,0.7,0.5,refine_candidate,89.94736842105263
981,1.0789473684210527,0.7421052631578947,0.5,refine_candidate,92.05263157894737
1000,1.1210526315789473,0.7,0.5,refine_candidate,92.05263157894737
1200,0.7,0.7,0.75,refine_candidate,71.5
1201,0.7,0.7421052631578947,0.75,refine_candidate,73.60526315789474
1202,0.7,0.7842105263157895,0.75,refine_candidate,75.71052631578948
1203,0.7,0.8263157894736841,0.75,refine_candidate,77.8157894736842
1204,0.7,0.8684210526315789,0.75,refine_candidate,79.92105263157895
1205,0.7,0.9105263157894736,0.75,refine_candidate,82.02631578947368
1206,0.7,0.9526315789473684,0.75,refine_candidate,84.13157894736841
1207,0.7,0.9947368421052631,0.75,refine_candidate,86.23684210526315
1208,0.7,1.0368421052631578,0.75,refine_candidate,88.34210526315789
1209,0.7,1.0789473684210527,0.75,refine_candidate,90.44736842105263
1220,0.7421052631578947,0.7,0.75,refine_candidate,73.60526315789474
1221,0.7421052631578947,0.7421052631578947,0.75,refine_candidate,75.71052631578947
1222,0.7421052631578947,0.7842105263157895,0.75,refine_candidate,77.8157894736842
1223,0.7421052631578947,0.8263157894736841,0.75,refine_candidate,79.92105263157893
1224,0.7421052631578947,0.8684210526315789,0.75,refine_candidate,82.02631578947367
1225,0.7421052631578947,0.9105263157894736,0.75,refine_candidate,84.13157894736841
1226,0.7421052631578947,0.9526315789473684,0.75,refine_candidate,86.23684210526315
1227,0.7421052631578947,0.9947368421052631,0.75,refine_candidate,88.34210526315789
1228,0.7421052631578947,1.0368421052631578,0.75,refine_candidate,90.44736842105263
1240,0.7842105263157895,0.7,0.75,refine_candidate,75.71052631578948
1241,0.7842105263157895,0.7421052631578947,0.75,refine_candidate,77.8157894736842
1242,0.7842105263157895,0.7842105263157895,0.75,refine_candidate,79.92105263157895
1243,0.7842105263157895,0.8263157894736841,0.75,refine_candidate,82.02631578947367
1244,0.7842105263157895,0.8684210526315789,0.75,refine_candidate,84.13157894736841
1245,0.7842105263157895,0.9105263157894736,0.75,refine_candidate,86.23684210526315
1246,0.7842105263157895,0.9526315789473684,0.75,refine_candidate,88.34210526315789
1247,0.7842105263157895,0.9947368421052631,0.75,refine_candidate,90.44736842105263
1260,0.8263157894736841,0.7,0.75,refine_candidate,77.8157894736842
1261,0.8263157894736841,0.7421052631578947,0.75,refine_candidate,79.92105263157893
1262,0.8263157894736841,0.7842105263157895,0.75,refine_candidate,82.02631578947367
1263,0.8263157894736841,0.8263157894736841,0.75,refine_candidate,84.13157894736841
