candidate_id,pv_s_scale,svc_q_scale,cap_total_mvar,scenario_index,day_index,t0
101,0.45,0.375,0.25,115,135,12960
101,0.45,0.375,0.25,116,136,13056
101,0.45,0.375,0.25,117,137,13152
101,0.45,0.375,0.25,118,139,13344
101,0.45,0.375,0.25,119,140,13440
101,0.45,0.375,0.25,120,141,13536
101,0.45,0.375,0.25,121,142,13632
101,0.45,0.375,0.25,122,144,13824
101,0.45,0.375,0.25,123,145,13920
101,0.45,0.375,0.25,124,146,14016
101,0.45,0.375,0.25,125,147,14112
101,0.45,0.375,0.25,126,148,14208
101,0.45,0.375,0.25,127,150,14400
101,0.45,0.375,0.25,128,152,14592
101,0.45,0.375,0.25,129,153,14688
101,0.45,0.375,0.25,130,154,14784
101,0.45,0.375,0.25,131,155,14880
101,0.45,0.375,0.25,132,156,14976
101,0.45,0.375,0.25,133,157,15072
101,0.45,0.375,0.25,134,158,15168
101,0.45,0.375,0.25,135,159,15264
101,0.45,0.375,0.25,136,160,15360
101,0.45,0.375,0.25,137,161,15456
101,0.45,0.375,0.25,138,162,15552
101,0.45,0.375,0.25,139,163,15648
101,0.45,0.375,0.25,140,165,15840
101,0.45,0.375,0.25,141,166,15936
101,0.45,0.375,0.25,142,168,16128
101,0.45,0.375,0.25,143,169,16224
101,0.45,0.375,0.25,144,170,16320
101,0.45,0.375,0.25,145,171,16416
101,0.45,0.375,0.25,146,172,16512
101,0.45,0.375,0.25,147,174,16704
101,0.45,0.375,0.25,148,176,16896
101,0.45,0.375,0.25,149,177,16992
101,0.45,0.375,0.25,150,178,17088
101,0.45,0.375,0.25,151,180,17280
101,0.45,0.375,0.25,152,181,17376
101,0.45,0.375,0.25,153,183,17568
101,0.45,0.375,0.25,154,184,17664
101,0.45,0.375,0.25,155,185,17760
101,0.45,0.375,0.25,156,187,17952
101,0.45,0.375,0.25,157,188,18048
101,0.45,0.375,0.25,158,189,18144
101,0.45,0.375,0.25,159,190,18240
101,0.45,0.375,0.25,160,191,18336
101,0.45,0.375,0.25,161,192,18432
101,0.45,0.375,0.25,162,193,18528
101,0.45,0.375,0.25,163,194,18624
101,0.45,0.375,0.25,164,195,18720
101,0.45,0.375,0.25,165,196,18816
101,0.45,0.375,0.25,166,197,18912
101,0.45,0.375,0.25,167,198,19008
101,0.45,0.375,0.25,168,199,19104
101,0.45,0.375,0.25,169,200,19200
101,0.45,0.375,0.25,170,202,19392
101,0.45,0.375,0.25,171,203,19488
101,0.45,0.375,0.25,172,204,19584
101,0.45,0.375,0.25,173,205,19680
101,0.45,0.375,0.25,174,206,19776
101,0.45,0.375,0.25,175,207,19872
101,0.45,0.375,0.25,176,208,19968
101,0.45,0.375,0.25,177,210,20160
101,0.45,0.375,0.25,178,211,20256
101,0.45,0.375,0.25,179,212,20352
101,0.45,0.375,0.25,180,213,20448
101,0.45,0.375,0.25,181,214,20544
101,0.45,0.375,0.25,182,215,20640
101,0.45,0.375,0.25,183,218,20928
101,0.45,0.375,0.25,184,220,21120
101,0.45,0.375,0.25,185,221,21216
101,0.45,0.375,0.25,186,222,21312
101,0.45,0.375,0.25,187,223,21408
101,0.45,0.375,0.25,188,224,21504
101,0.45,0.375,0.25,189,225,21600
101,0.45,0.375,0.25,190,226,21696
101,0.45,0.375,0.25,191,227,21792
101,0.45,0.375,0.25,192,228,21888
101,0.45,0.375,0.25,193,229,21984
101,0.45,0.375,0.25,194,230,22080
101,0.45,0.375,0.25,195,231,22176
101,0.45,0.375,0.25,196,232,22272
101,0.45,0.375,0.25,197,235,22560
101,0.45,0.375,0.25,198,236,22656
101,0.45,0.375,0.25,199,237,22752
101,0.45,0.375,0.25,200,238,22848
101,0.45,0.375,0.25,201,239,22944
101,0.45,0.375,0.25,202,240,23040
101,0.45,0.375,0.25,203,241,23136
101,0.45,0.375,0.25,204,243,23328
101,0.45,0.375,0.25,205,246,23616
101,0.45,0.375,0.25,206,247,23712
101,0.45,0.375,0.25,207,248,23808
101,0.45,0.375,0.25,208,249,23904
101,0.45,0.375,0.25,209,250,24000
101,0.45,0.375,0.25,210,252,24192
101,0.45,0.375,0.25,211,253,24288
101,0.45,0.375,0.25,212,254,24384
101,0.45,0.375,0.25,213,256,24576
101,0.45,0.375,0.25,214,257,24672
101,0.45,0.375,0.25,215,258,24768
101,0.45,0.375,0.25,216,259,24864
101,0.45,0.375,0.25,217,260,24960
101,0.45,0.375,0.25,218,261,25056
101,0.45,0.375,0.25,219,262,25152
101,0.45,0.375,0.25,220,263,25248
101,0.45,0.375,0.25,221,264,25344
101,0.45,0.375,0.25,222,265,25440
101,0.45,0.375,0.25,223,266,25536
101,0.45,0.375,0.25,224,267,25632
101,0.45,0.375,0.25,225,269,25824
101,0.45,0.375,0.25,226,270,25920
101,0.45,0.375,0.25,227,272,26112
101,0.45,0.375,0.25,228,273,26208
101,0.45,0.375,0.25,229,274,26304
101,0.45,0.375,0.25,230,275,26400
101,0.45,0.375,0.25,231,276,26496
101,0.45,0.375,0.25,232,278,26688
101,0.45,0.375,0.25,233,280,26880
101,0.45,0.375,0.25,234,281,26976
101,0.45,0.375,0.25,235,283,27168
101,0.45,0.375,0.25,236,286,27456
101,0.45,0.375,0.25,237,288,27648
101,0.45,0.375,0.25,238,290,27840
101,0.45,0.375,0.25,239,292,28032
101,0.45,0.375,0.25,240,294,28224
101,0.45,0.375,0.25,241,295,28320
101,0.45,0.375,0.25,242,297,28512
101,0.45,0.375,0.25,243,298,28608
101,0.45,0.375,0.25,244,300,28800
101,0.45,0.375,0.25,245,302,28992
101,0.45,0.375,0.25,246,303,29088
101,0.45,0.375,0.25,247,304,29184
101,0.45,0.375,0.25,248,305,29280
101,0.45,0.375,0.25,249,306,29376
101,0.45,0.375,0.25,250,307,29472
101,0.45,0.375,0.25,251,309,29664
101,0.45,0.375,0.25,252,310,29760
101,0.45,0.375,0.25,253,312,29952
101,0.45,0.375,0.25,254,313,30048
101,0.45,0.375,0.25,255,314,30144
101,0.45,0.375,0.25,256,315,30240
101,0.45,0.375,0.25,257,316,30336
101,0.45,0.375,0.25,258,317,30432
101,0.45,0.375,0.25,259,320,30720
101,0.45,0.375,0.25,260,321,30816
101,0.45,0.375,0.25,261,322,30912
101,0.45,0.375,0.25,262,323,31008
101,0.45,0.375,0.25,263,324,31104
101,0.45,0.375,0.25,264,325,31200
101,0.45,0.375,0.25,265,326,31296
101,0.45,0.375,0.25,266,327,31392
101,0.45,0.375,0.25,267,328,31488
101,0.45,0.375,0.25,268,331,31776
101,0.45,0.375,0.25,269,332,31872
101,0.45,0.375,0.25,270,333,31968
101,0.45,0.375,0.25,271,334,32064
101,0.45,0.375,0.25,272,335,32160
101,0.45,0.375,0.25,273,336,32256
101,0.45,0.375,0.25,274,337,32352
101,0.45,0.375,0.25,275,338,32448
101,0.45,0.375,0.25,276,339,32544
101,0.45,0.375,0.25,277,340,32640
101,0.45,0.375,0.25,278,343,32928
101,0.45,0.375,0.25,279,344,33024
101,0.45,0.375,0.25,280,345,33120
101,0.45,0.375,0.25,281,346,33216
101,0.45,0.375,0.25,282,347,33312
101,0.45,0.375,0.25,283,348,33408
101,0.45,0.375,0.25,284,349,33504
101,0.45,0.375,0.25,285,351,33696
101,0.45,0.375,0.25,286,352,33792
101,0.45,0.375,0.25,287,353,33888
101,0.45,0.375,0.25,288,354,33984
101,0.45,0.375,0.25,289,355,34080
101,0.45,0.375,0.25,290,356,34176
101,0.45,0.375,0.25,291,357,34272
101,0.45,0.375,0.25,292,358,34368
101,0.45,0.375,0.25,293,359,34464
101,0.45,0.375,0.25,294,360,34560
101,0.45,0.375,0.25,295,361,34656
101,0.45,0.375,0.25,296,362,34752
101,0.45,0.375,0.25,297,363,34848
101,0.45,0.375,0.25,298,364,34944
