seed,day,pilot_line_loss_mwh,vmod_line_loss_mwh,pilot_reactive_throughput_mvarh,vmod_reactive_throughput_mvarh,line_loss_reduction_mwh,reactive_throughput_reduction_mvarh
45,36,3.779129419803539,2.140251325325236,86.18476468767668,38.37936516925035,1.6388780944783026,47.80539951842633
46,36,3.779129419803539,2.135728230416886,86.18476468767668,38.04407974831645,1.643401189386653,48.14068493936023
42,37,3.776391072459537,2.1228852861305003,86.08244694820192,37.6394380285732,1.6535057863290366,48.44300891962872
43,37,3.776391072459537,2.1214437067278085,86.08244694820192,37.62140912757233,1.6549473657317284,48.46103782062959
44,37,3.776391072459537,2.1188677661992834,86.08244694820192,37.55467229415517,1.6575233062602535,48.52777465404675
45,37,3.776391072459537,2.1284329332481438,86.08244694820192,37.94464833674232,1.6479581392113931,48.1377986114596
46,37,3.776391072459537,2.123730551204673,86.08244694820192,37.58402423746021,1.6526605212548637,48.49842271074171
42,39,2.700097693943191,1.5644134443186213,71.2758854705852,30.8987583435248,1.1356842496245696,40.37712712706039
43,39,2.700097693943191,1.5635369841319289,71.2758854705852,30.7570998031029,1.136560709811262,40.51878566748229
44,39,2.700097693943191,1.5637309373456787,71.2758854705852,30.89554898805217,1.1363667565975122,40.380336482533025
45,39,2.700097693943191,1.564583761997579,71.2758854705852,31.06749710754353,1.1355139319456118,40.208388363041664
46,39,2.700097693943191,1.563664697221275,71.2758854705852,30.7203336461188,1.1364329967219158,40.55555182446639
42,40,2.297655017530508,1.3439313935036006,65.26466772263203,28.59944132475828,0.9537236240269074,36.665226397873745
43,40,2.297655017530508,1.3433149142159753,65.26466772263203,28.48228804432009,0.9543401033145327,36.78237967831194
44,40,2.297655017530508,1.3434874087383342,65.26466772263203,28.60180659104081,0.9541676087921738,36.662861131591214
45,40,2.297655017530508,1.344218659430664,65.26466772263203,28.804646191231548,0.953436358099844,36.46002153140048
46,40,2.297655017530508,1.34349690275078,65.26466772263203,28.459338708968225,0.954158114779728,36.8053290136638
42,41,3.5254577095171413,1.97596099962206,82.64233282072375,35.73760635867945,1.5494967098950814,46.9047264620443
43,41,3.5254577095171413,1.9736508558752452,82.64233282072375,35.63967317045979,1.551806853641896,47.002659650263965
44,41,3.5254577095171413,1.972631003756215,82.64233282072375,35.6858880801011,1.5528267057609264,46.95644474062265
45,41,3.5254577095171413,1.976516774881701,82.64233282072375,35.89822815379649,1.5489409346354404,46.744104666927264
