panel,candidate_id,pv_s_scale,svc_q_scale,cap_total_mvar,mean_daily_loss_mwh,resource_index,delta_loss_mwh,delta_intervention,best_loss_mwh,comparator_loss_mwh,saving_pct,best_pv_scale,best_svc_scale,best_cap_mvar,comparator_pv_scale,comparator_svc_scale,comparator_cap_mvar
b_refine_cap_increment,,0.8684210526315789,0.9526315789473684,,,,0.016417493884560708,0.0,,,,,,,,,
b_refine_cap_increment,,0.9105263157894736,0.7,,,,0.0009406254719399598,-0.0005787037037036999,,,,,,,,,
b_refine_cap_increment,,0.9105263157894736,0.7421052631578947,,,,0.003736018467279556,-0.0003472222222222,,,,,,,,,
b_refine_cap_increment,,0.9105263157894736,0.7842105263157895,,,,0.006410831018585195,-0.00034722222222219996,,,,,,,,,
b_refine_cap_increment,,0.9105263157894736,0.8263157894736841,,,,0.008967542745003332,-0.0001157407407407,,,,,,,,,
b_refine_cap_increment,,0.9105263157894736,0.8684210526315789,,,,0.01149422681886425,0.0,,,,,,,,,
b_refine_cap_increment,,0.9105263157894736,0.9105263157894736,,,,0.014074018328347648,0.0,,,,,,,,,
b_refine_cap_increment,,0.9526315789473684,0.7,,,,0.001602465046933954,-0.00046296296296299995,,,,,,,,,
b_refine_cap_increment,,0.9526315789473684,0.7421052631578947,,,,0.004295860064976065,-0.000462962962963,,,,,,,,,
b_refine_cap_increment,,0.9526315789473684,0.7842105263157895,,,,0.0068554985188731266,-0.0002314814814815,,,,,,,,,
b_refine_cap_increment,,0.9526315789473684,0.8263157894736841,,,,0.009287667883179473,-0.0001157407407407,,,,,,,,,
b_refine_cap_increment,,0.9526315789473684,0.8684210526315789,,,,0.011733117401661941,0.0,,,,,,,,,
b_refine_cap_increment,,0.9947368421052633,0.7,,,,0.0021018320062976548,-0.00034722222222220006,,,,,,,,,
b_refine_cap_increment,,0.9947368421052633,0.7421052631578947,,,,0.0046840367826653795,-0.000462962962963,,,,,,,,,
b_refine_cap_increment,,0.9947368421052633,0.7842105263157895,,,,0.007125268687531827,-0.0003472222222222,,,,,,,,,
b_refine_cap_increment,,0.9947368421052633,0.8263157894736841,,,,0.009470239547735515,-0.0001157407407407,,,,,,,,,
b_refine_cap_increment,,1.0368421052631578,0.7,,,,0.0024703692354157702,-0.00034722222222220006,,,,,,,,,
b_refine_cap_increment,,1.0368421052631578,0.7421052631578947,,,,0.0049357164366256034,-0.00046296296296299995,,,,,,,,,
b_refine_cap_increment,,1.0368421052631578,0.7842105263157895,,,,0.0072746741343123755,-0.0002314814814814,,,,,,,,,
b_refine_cap_increment,,1.0789473684210529,0.7,,,,0.00273247389581055,-0.00046296296296290004,,,,,,,,,
b_refine_cap_increment,,1.0789473684210529,0.7421052631578947,,,,0.005087878519307254,-0.0002314814814815,,,,,,,,,
b_refine_cap_increment,,1.1210526315789473,0.7,,,,0.0028851060889796276,-0.0003472222222222,,,,,,,,,
c_confirm_equal_resource_pairs,,,,,,72.105263,,,0.8766879295615375,0.8865134889335698,1.1083372666841174,0.7421052631578947,0.7,0.0,0.7,0.7421052631578947,0.0
c_confirm_equal_resource_pairs,,,,,,72.605263,,,0.8737510527281859,0.8854509447928526,1.3213484195224214,0.7421052631578947,0.7,0.25,0.7,0.7421052631578947,0.25
c_confirm_equal_resource_pairs,,,,,,73.105263,,,0.8966265649000148,0.9104699069381748,1.5204612401428865,0.7421052631578947,0.7,0.5,0.7,0.7421052631578947,0.5
